,Title,Category,Latitude,Longitude,geometry,county,subcounty,ward,centroid
1457,AFANDAS AGROVET,Veterinary care,0.0896706,34.7694179,POINT (34.7694179 0.0896706),Vihiga,Sabatia Sub County,North Maragoli Ward,POINT (34.76329757118771 0.0926431252967084)
1458,Baharini Agrovet,Agrochemicals supplier,0.5888814,35.2136448,POINT (35.2136448 0.5888814),Uasin Gishu,Turbo Sub County,Kiplombe Ward,POINT (35.22981043416877 0.6252417660149396)
1459,Mt.Kenya Agrovet,Veterinary care,-0.0046477,36.2284727,POINT (36.2284727 -0.0046477),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
1460,Faulu Agrovet,Agrochemicals supplier,0.049075,34.7274582,POINT (34.7274582 0.049075),Vihiga,Vihiga Sub County,Central Maragoli Ward,POINT (34.71819655585433 0.0457020573469023)
1461,Jom Agrovet,Agrochemicals supplier,0.465431,35.2510993,POINT (35.2510993 0.465431),Uasin Gishu,Kapseret Sub County,Langas Ward,POINT (35.25538876134117 0.476603780575538)
1462,Farmshop Agrovet,Veterinary care,-0.6246742,34.5037154,POINT (34.5037154 -0.6246742),Homa Bay,Homa Bay Town Sub County,Homa Bay Central Ward,POINT (34.48676300510487 -0.595672326864463)
1463,Njiwa agrovet,Agrochemicals supplier,0.4486857,34.8573712,POINT (34.8573712 0.4486857),Kakamega,Malava Sub County,Chemuche Ward,POINT (34.883992022866565 0.436743446307246)
1464,Molol Kipsot Agrovet,Agrochemicals supplier,0.2114539,35.6706507,POINT (35.6706507 0.2114539),ELGEYO-MARAKWET,Keiyo South Sub County,Soy South Ward,POINT (35.657975688306955 0.2861968434376574)
1465,KILIMO AGROVET,Veterinary care,-0.8910821,37.041066,POINT (37.041066 -0.8910821),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
1466,Fanaka Agrovet,Agrochemicals supplier,0.6561159,34.5897261,POINT (34.5897261 0.6561159),Bungoma,Kabuchai Sub County,Kabuchai/chwele Ward,POINT (34.57622867860783 0.7053756191782563)
1467,Ebenezer (Rosuri) Agrovet Yala,Agrochemicals supplier,0.0884689,34.5397984,POINT (34.5397984 0.0884689),Siaya,Gem Sub County,Yala Township Ward,POINT (34.530648300032794 0.1004134299011321)
1469,Siberian Agrovet,Agrochemicals supplier,0.2951461,34.7633907,POINT (34.7633907 0.2951461),Kakamega,Lurambi Sub County,Sheywe Ward,POINT (34.751552253531116 0.2983992184916752)
1470,Shrine Mobile Agrovet,Agrochemicals supplier,0.2791705,36.3162576,POINT (36.3162576 0.2791705),LAIKIPIA,Laikipia West Sub County,Marmanet Ward,POINT (36.37495465537911 0.263762344618404)
1471,Agrovet,Veterinary pharmacy,0.1411293,35.9009784,POINT (35.9009784 0.1411293),BARINGO,Mogotio Sub County,Emining Ward,POINT (35.946763395243316 0.2405535581964479)
1472,Molol Kipsot Agrovet,Agrochemicals supplier,0.2114539,35.6706507,POINT (35.6706507 0.2114539),ELGEYO-MARAKWET,Keiyo South Sub County,Soy South Ward,POINT (35.657975688306955 0.2861968434376574)
1473,Mt.Kenya Agrovet,Veterinary care,-0.0046477,36.2284727,POINT (36.2284727 -0.0046477),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
1474,Temik Agrovet,Agrochemicals supplier,-0.1663065,35.588731,POINT (35.588731 -0.1663065),KERICHO,Kipkelion East Sub County,Kedowa/kimugul Ward,POINT (35.57777371768165 -0.223492133328235)
1475,Menengai Agrovet & Veterinary Services,Animal feed store,-0.2840854,36.073468,POINT (36.073468 -0.2840854),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1476,Joymesh agrovet,Agrochemicals supplier,0.1417641,35.8905616,POINT (35.8905616 0.1417641),BARINGO,Mogotio Sub County,Emining Ward,POINT (35.946763395243316 0.2405535581964479)
1477,Sokee Agrovet & Veterinary Services,Veterinary care,0.0484355,35.7248792,POINT (35.7248792 0.0484355),BARINGO,Koibatek Sub County,Ravine Ward,POINT (35.72760217648503 0.0182994034569778)
1478,SACHEM AGROVET,Agrochemicals supplier,0.6016938,35.769088,POINT (35.769088 0.6016938),BARINGO,Baringo North Sub County,Kabartonjo Ward,POINT (35.761743813555995 0.6310449570207114)
1479,MOREKA AGROVET,Veterinary pharmacy,0.9860361,35.9721379,POINT (35.9721379 0.9860361),BARINGO,Tiaty Sub County,Ribkwo Ward,POINT (35.95584047292547 1.0401788825578282)
1480,Kokwet Agrovet,Agrochemicals supplier,-0.1690235,35.7038926,POINT (35.7038926 -0.1690235),Nakuru,Kuresoi North  Sub County,Kamara Ward,POINT (35.67042081805643 -0.1449476465122192)
1481,Mwalimu Agrovet,Agrochemicals supplier,0.4699507,35.981607,POINT (35.981607 0.4699507),BARINGO,Marigat Sub County,Marigat Ward,POINT (35.8968700318132 0.4355328331260753)
1482,SAVANNAH AGROVET,Veterinary care,-0.023017,35.9672473,POINT (35.9672473 -0.023017),Nakuru,Rongai  Sub County,Soin Ward,POINT (35.98633769041876 -0.0520586656684662)
1483,Cheplanget Agrovet,Agrochemicals supplier,-0.1660305,35.5916456,POINT (35.5916456 -0.1660305),KERICHO,Kipkelion East Sub County,Kedowa/kimugul Ward,POINT (35.57777371768165 -0.223492133328235)
1484,RIVA AGROVET,Agrochemicals supplier,-0.2882026,36.075727,POINT (36.075727 -0.2882026),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1485,Milan Agrovet,Agrochemicals supplier,-0.1663397,35.5903907,POINT (35.5903907 -0.1663397),KERICHO,Kipkelion East Sub County,Kedowa/kimugul Ward,POINT (35.57777371768165 -0.223492133328235)
1486,Calvas Agrovet,Veterinary care,-0.0276391,35.8720644,POINT (35.8720644 -0.0276391),BARINGO,Mogotio Sub County,Mogotio Ward,POINT (35.86196214468917 0.0806790482196409)
1487,RIMA AGROVET,Agrochemicals supplier,0.5378672,36.4858616,POINT (36.4858616 0.5378672),LAIKIPIA,Laikipia North Sub County,Sosian Ward,POINT (36.64902506567075 0.6065380623234629)
1488,KAWANGWARE 46 AGROVET,Veterinary care,0.9072876,35.48589,POINT (35.48589 0.9072876),ELGEYO-MARAKWET,Marakwet West Sub County,Moiben Kuserwo Ward,POINT (35.4969736561162 0.928755489263844)
1489,MOHSON INPUTS AGROVET,Agrochemicals supplier,-0.2877426,36.0757136,POINT (36.0757136 -0.2877426),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1490,Orijo Agrovet,Agricultural service,0.2824495,34.7501963,POINT (34.7501963 0.2824495),Kakamega,Lurambi Sub County,Sheywe Ward,POINT (34.751552253531116 0.2983992184916752)
1491,Mazao Agrovet,Agrochemicals supplier,-0.0768886,36.552321,POINT (36.552321 -0.0768886),NYANDARUA,Ndaragwa Sub County,Central Ward,POINT (36.542929797490025 -0.0709427571752948)
1492,Highway Agrovet Emining,Veterinary pharmacy,0.1417185,35.889938,POINT (35.889938 0.1417185),BARINGO,Mogotio Sub County,Emining Ward,POINT (35.946763395243316 0.2405535581964479)
1493,Stageview Agrovet,Agrochemicals supplier,-0.5609053,37.04651,POINT (37.04651 -0.5609053),NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,POINT (37.10781328419289 -0.5682772148055564)
1494,Animal Health Agrovet,Agrochemicals supplier,-0.3744021,35.9451804,POINT (35.9451804 -0.3744021),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
1495,Naromoru Jubilee Farmers Agro & Vet supplies Ltd,Agrochemicals supplier,-0.1715416,37.0214101,POINT (37.0214101 -0.1715416),NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,POINT (37.10111469553748 -0.1636787723710145)
1496,Nyeri Farmers Agrovet,Agrochemicals supplier,-0.4225406,36.9520479,POINT (36.9520479 -0.4225406),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1497,RIPTANY AGROVET,Veterinary care,0.5369674,35.557575,POINT (35.557575 0.5369674),ELGEYO-MARAKWET,Keiyo South Sub County,Soy North Ward,POINT (35.595483526401566 0.4672873878466647)
1499,Crystal Agrovet,Agrochemicals supplier,-0.2159553,36.1649423,POINT (36.1649423 -0.2159553),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1500,Baraka Agro vet,Agrochemicals supplier,-0.0806144,36.6464862,POINT (36.6464862 -0.0806144),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
1501,BARAKA Agrovet Njoro,Animal feed store,-0.316976,35.9301461,POINT (35.9301461 -0.316976),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
1502,FARM-GATE AGROVET,Agrochemicals supplier,0.5142774,35.2697802,POINT (35.2697802 0.5142774),Uasin Gishu,Kapseret Sub County,Kipkenyo Ward,POINT (35.241663391216015 0.516542668763661)
1503,NJENDI FARMCARE AGROVET,Agrochemicals supplier,-0.080023,36.6464588,POINT (36.6464588 -0.080023),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
1504,Shamba Bora Agrovet,Agricultural service,0.3173201,35.1680955,POINT (35.1680955 0.3173201),NANDI,Chesumei Sub County,Lelmoko/ngechek Ward,POINT (35.18096517621614 0.3411686922288132)
1505,Mwihoko Agrovet,Agricultural service,0.000141,37.0705035,POINT (37.0705035 0.000141),LAIKIPIA,Laikipia East Sub County,Thingithu Ward,POINT (37.02411590666781 0.0228979074323809)
1506,Abai Agrovet,Hay supplier,0.4825709,35.3382238,POINT (35.3382238 0.4825709),Uasin Gishu,Ainabkoi Sub County,Kapsoya Ward,POINT (35.32595572267985 0.5100045688932555)
1507,Farmers Link Agrovet,Agrochemicals supplier,-0.5048639,37.2796948,POINT (37.2796948 -0.5048639),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
1508,Northland Farmers Agrovet,Agrochemicals supplier,0.0114891,37.0752194,POINT (37.0752194 0.0114891),LAIKIPIA,Laikipia East Sub County,Nanyuki Ward,POINT (37.089579051717116 0.0226569259593235)
1509,Kilimo Agrovet,Veterinary care,-0.283581,36.0721812,POINT (36.0721812 -0.283581),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1510,Ladith Ukulima Bora Agrovet,Veterinary pharmacy,-0.1745105,35.8623241,POINT (35.8623241 -0.1745105),Nakuru,Rongai  Sub County,Visoi Ward,POINT (35.87533802540722 -0.1562239693668206)
1511,Sunset Agrovet,Agrochemicals supplier,-0.3416891,36.3722548,POINT (36.3722548 -0.3416891),NYANDARUA,Olkalou Sub County,Kaimbaga Ward,POINT (36.398816715771524 -0.3411445598616596)
1513,Marubi Agrovet,Agrochemicals supplier,-0.422492,36.9514353,POINT (36.9514353 -0.422492),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1514,P.J Agrovet,Agricultural service,-0.2284102,36.1188677,POINT (36.1188677 -0.2284102),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1516,Avanna Agrovet,Agrochemicals supplier,-0.6042214,36.5735477,POINT (36.5735477 -0.6042214),NYANDARUA,Kinangop Sub County,Engineer Ward,POINT (36.558680664518484 -0.6353847259245926)
1517,Sango Agrovet,Agrochemicals supplier,0.6511003,34.8761564,POINT (34.8761564 0.6511003),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1518,Country Focus Agrovets,Veterinary care,0.0356743,36.3657216,POINT (36.3657216 0.0356743),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1519,MEDINA AGROVET,Veterinary care,-0.4567529,35.9796875,POINT (35.9796875 -0.4567529),Nakuru,Njoro  Sub County,Kihingo Ward,POINT (36.022379509183885 -0.4708287376076012)
1520,Agrovet,Veterinary care,-0.2549883,36.2336289,POINT (36.2336289 -0.2549883),Nakuru,Nakuru North  Sub County,Dundori Ward,POINT (36.20090131341018 -0.245366690452566)
1521,Isaac agrovet,Animal feed store,-0.4971183,36.9056268,POINT (36.9056268 -0.4971183),NYERI,Tetu Sub County,Wamagana Ward,POINT (36.91877402205306 -0.485685311902874)
1522,Rift Farmers Agrovet,Agrochemicals supplier,0.8760018,35.1202517,POINT (35.1202517 0.8760018),Uasin Gishu,Soy Sub County,Moi's Bridge Ward,POINT (35.1668646430247 0.8910557301730416)
1523,GREEN FARM AGROVET,Veterinary care,-0.2978328,35.7961771,POINT (35.7961771 -0.2978328),Nakuru,Molo  Sub County,Elburgon Ward,POINT (35.791366915493505 -0.301137008887071)
1524,Lanet Wega Agrovet,Agrochemicals supplier,-0.2813274,36.1620769,POINT (36.1620769 -0.2813274),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1525,BARAKA AGROVET,Agrochemicals supplier,-0.5990599,36.8411747,POINT (36.8411747 -0.5990599),Muranga,Mathioya Sub County,Kiru Ward,POINT (36.80736728976927 -0.6330205681135442)
1526,FARMERS AGROVET,Veterinary care,-0.7407655,36.9666305,POINT (36.9666305 -0.7407655),Muranga,Kiharu Sub County,Murarandia Ward,POINT (36.92553028818445 -0.7337863976124624)
1527,Parl Agrovet,Agrochemicals supplier,0.6526244,34.8757063,POINT (34.8757063 0.6526244),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1528,Baraka agrovet,Store,-0.2398864,36.1150894,POINT (36.1150894 -0.2398864),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1529,MADAN AGROVET SUPPLIER KAGIO,Agrochemicals supplier,-0.6222323,37.2581482,POINT (37.2581482 -0.6222323),KIRINYAGA,Kirinyaga North/Mwea West Sub County,Mutithi Ward,POINT (37.28014738576313 -0.6985932802234848)
1530,Tulwet Farmers Agrovet Limited,Agrochemicals supplier,-0.298346,35.2697802,POINT (35.2697802 -0.298346),KERICHO,Ainamoi Sub County,Ainamoi Ward,POINT (35.27855686799008 -0.271245516268031)
1531,GRACE-FARM AGROVET KIMILILI,Agricultural service,0.7881266,34.7155868,POINT (34.7155868 0.7881266),Bungoma,Kimilili Sub County,Kimilili Ward,POINT (34.72937125905546 0.751132961219027)
1533,Siberian Agrovet,Agrochemicals supplier,0.2951461,34.7633907,POINT (34.7633907 0.2951461),Kakamega,Lurambi Sub County,Sheywe Ward,POINT (34.751552253531116 0.2983992184916752)
1534,Highlands Agrovet,Agrochemicals supplier,0.2928197,34.6635297,POINT (34.6635297 0.2928197),Kakamega,Lurambi Sub County,Butsotso Central Ward,POINT (34.67390697545656 0.2758927872038444)
1535,Kabongwa Agrovet,Agricultural service,0.2020557,35.1168289,POINT (35.1168289 0.2020557),NANDI,Emgwen Sub County,Kapsabet Ward,POINT (35.079329872776306 0.16406181476995)
1536,New Downtown Agrovet- KRY BRANCH,General store,-0.5060832,37.2792951,POINT (37.2792951 -0.5060832),KIRINYAGA,Kirinyaga Central Sub County,Kerugoya Ward,POINT (37.28449519958003 -0.4980842403617933)
1537,Big vision agrovet,Animal feed store,-0.8710286,36.9103232,POINT (36.9103232 -0.8710286),Muranga,Gatanga Sub County,Kariara Ward,POINT (36.807785711737964 -0.8171632688787343)
1538,Kabras Agrovet,Agricultural service,0.4453788,34.8531878,POINT (34.8531878 0.4453788),Kakamega,Malava Sub County,Shirungu-mugai Ward,POINT (34.78961052457488 0.4572817721445046)
1539,Umoja Agrovet,Agrochemicals supplier,-0.2734375,36.3749375,POINT (36.3749375 -0.2734375),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
1540,Maralix Agrovet,Agrochemicals supplier,-0.3030991,36.0796997,POINT (36.0796997 -0.3030991),Nakuru,Nakuru East  Sub County,Flamingo Ward,POINT (36.07386210000332 -0.3066782293599167)
1541,Saltany agrovet services,Agricultural service,1.1591458,35.5005045,POINT (35.5005045 1.1591458),ELGEYO-MARAKWET,Marakwet East sub-county,Kapyego Ward,POINT (35.50593489301236 1.121012500358665)
1542,Baharini Agrovet,Agrochemicals supplier,0.5888814,35.2136448,POINT (35.2136448 0.5888814),Uasin Gishu,Turbo Sub County,Kiplombe Ward,POINT (35.22981043416877 0.6252417660149396)
1543,Tropical Farmers Agrovet Ltd,Agrochemicals supplier,-0.3705728,35.2832281,POINT (35.2832281 -0.3705728),KERICHO,Ainamoi Sub County,Kipchebor Ward,POINT (35.263309627664064 -0.3812216572231447)
1544,Greenfarm Agrovet Tuthu,Agricultural service,-0.6673701,36.8304668,POINT (36.8304668 -0.6673701),Muranga,Kangema Sub County,Rwathia Ward,POINT (36.87913501241619 -0.6609130060925739)
1545,Sadena Agrovet Agrovet,Agrochemicals supplier,0.4483439,34.853851,POINT (34.853851 0.4483439),Kakamega,Malava Sub County,Shirungu-mugai Ward,POINT (34.78961052457488 0.4572817721445046)
1546,Osorongai Agrovet,Agrochemicals supplier,0.6511003,34.8761564,POINT (34.8761564 0.6511003),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1547,RAMASE AGROVET,Agricultural service,-0.0018516,36.2277855,POINT (36.2277855 -0.0018516),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
1548,Planet Agrovet,Agrochemicals supplier,0.6511003,34.8761564,POINT (34.8761564 0.6511003),Kakamega,Lugari Sub County,Lugari Ward,POINT (34.9260537835735 0.6758658841481394)
1550,Top Far & Agrovet,Agrochemicals supplier,-0.1906254,36.3826713,POINT (36.3826713 -0.1906254),NYANDARUA,Olkalou Sub County,Rurii Ward,POINT (36.37383790894949 -0.2153701227780209)
1551,Eshiyonzo Farm Input Agrovet,Agricultural service,0.2317671,34.5243162,POINT (34.5243162 0.2317671),Kakamega,Butere Sub County,Marama Central Ward,POINT (34.49695041017862 0.2496948980039616)
1553,Kimilili Agrovets,Agrochemicals supplier,0.6698554,35.1608243,POINT (35.1608243 0.6698554),Uasin Gishu,Soy Sub County,Soy Ward,POINT (35.244756941761835 0.7133697763216578)
1554,Lugano West Agrovet,Agricultural service,0.2822733,34.7482301,POINT (34.7482301 0.2822733),Kakamega,Lurambi Sub County,Sheywe Ward,POINT (34.751552253531116 0.2983992184916752)
1555,AGROVET,Veterinary pharmacy,-0.6061398,35.3607597,POINT (35.3607597 -0.6061398),Bomet,Konoin Sub County,Embomos Ward,POINT (35.36196185558699 -0.6030683127624328)
1556,KELAMON AGROVET,Agrochemicals supplier,-0.5659369,36.4997615,POINT (36.4997615 -0.5659369),NYANDARUA,Kinangop Sub County,Murungaru Ward,POINT (36.529331828997975 -0.5225332142026006)
1557,Silbu Agrovet,Agrochemicals supplier,-0.152524,35.9581245,POINT (35.9581245 -0.152524),Nakuru,Rongai  Sub County,Soin Ward,POINT (35.98633769041876 -0.0520586656684662)
1558,"Nicmah Agrovet, Naromoru",Agrochemicals supplier,-0.1718338,37.0216764,POINT (37.0216764 -0.1718338),NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,POINT (37.10111469553748 -0.1636787723710145)
1559,Mavuno Agrovet,Agrochemicals supplier,-0.5735178,35.6146934,POINT (35.6146934 -0.5735178),Nakuru,Kuresoi South  Sub County,Kiptagich Ward,POINT (35.60906839636192 -0.5829365738051759)
1560,Agrovet,Agrochemicals supplier,-0.3608043,35.4606043,POINT (35.4606043 -0.3608043),Nakuru,Kuresoi North  Sub County,Kiptororo Ward,POINT (35.50628820824799 -0.3489263326845924)
1561,Nagil Agrovet,Agrochemicals supplier,0.2034434,35.2895128,POINT (35.2895128 0.2034434),NANDI,Nandi East Sub County,Ol'lessos Ward,POINT (35.30688603726555 0.180692439601619)
1562,Spur Agrovet,Agrochemicals supplier,0.1292639,37.0299081,POINT (37.0299081 0.1292639),LAIKIPIA,Laikipia North Sub County,Segera Ward,POINT (36.88070675867516 0.2199299105250897)
1563,Prime Agro-vet,Agrochemicals supplier,-0.2656309,36.1051448,POINT (36.1051448 -0.2656309),Nakuru,Nakuru North  Sub County,Kiamaina Ward,POINT (36.08833504026461 -0.2313726187464565)
1564,Hope farm agrovet nanyuki,Agricultural service,0.0018551,37.074024,POINT (37.074024 0.0018551),NYERI,Kieni East Sub County,Gakawa Ward,POINT (37.09459756120993 -0.0842324296183947)
1565,fragnes agrovet,Agrochemicals supplier,0.0918595,37.5196113,POINT (37.5196113 0.0918595),MERU,Buuri Sub County,Kibirichia Ward,POINT (37.52472868684427 0.1282009595545097)
1566,KAPSERIO AGROVET,Veterinary care,-0.3199114,35.2195227,POINT (35.2195227 -0.3199114),KERICHO,Ainamoi Sub County,Kapsoit Ward,POINT (35.21816225946409 -0.2975741809271019)
1568,Paves Vetagro Limited,Agrochemicals supplier,1.0169425,35.0010929,POINT (35.0010929 1.0169425),TRANS NZOIA,Saboti  Sub County,Matisi Ward,POINT (34.97465905661398 0.9966624894416383)
1569,Moiben Connections Agrovet,Agrochemicals supplier,0.5150129,35.2748988,POINT (35.2748988 0.5150129),Uasin Gishu,Turbo Sub County,Huruma Ward,POINT (35.24920379117102 0.5266145661594062)
1570,Trans County Agrovet,Veterinary care,1.0185282,35.0030593,POINT (35.0030593 1.0185282),TRANS NZOIA,Kiminini  Sub County,Hospital Ward,POINT (35.0379366335449 1.015107424398582)
1571,Sagada Agrovet Nyeri,Agrochemicals supplier,-0.4213735,36.9511863,POINT (36.9511863 -0.4213735),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1572,Blessed Hand Agrovet,Agricultural service,0.3002528,34.5817357,POINT (34.5817357 0.3002528),Kakamega,Mumias East Sub County,Lusheya Lubinu Ward,POINT (34.535646844351724 0.2995103184214271)
1573,Jom Agrovet,Agrochemicals supplier,0.465431,35.2510993,POINT (35.2510993 0.465431),Uasin Gishu,Kapseret Sub County,Langas Ward,POINT (35.25538876134117 0.476603780575538)
1574,Tiba Agrovet,Agrochemicals supplier,1.2593209,35.0940187,POINT (35.0940187 1.2593209),WEST POKOT,West Pokot Sub County,Kapenguria Ward,POINT (35.120238938613156 1.3144333733622817)
1577,Brand Agro Limited,Agrochemicals supplier,1.038479,35.0333699,POINT (35.0333699 1.038479),TRANS NZOIA,Kwanza  Sub County,Bidii Ward,POINT (35.01564522284264 1.0482045519961816)
1578,Bethany Agrovet,Agricultural service,0.8272067,35.1216894,POINT (35.1216894 0.8272067),Kakamega,Likuyani Sub County,Nzoia Ward,POINT (35.07390845658178 0.8235304968373425)
1579,MENENGAI AGROVET ENTERPRISES,General store,-0.2874816,36.0740866,POINT (36.0740866 -0.2874816),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1580,Sholloz Agrovet,Agrochemicals supplier,-0.1524529,35.9581414,POINT (35.9581414 -0.1524529),Nakuru,Rongai  Sub County,Soin Ward,POINT (35.98633769041876 -0.0520586656684662)
1582,NARAMAT AGROVET,Agrochemicals supplier,0.2602983,36.537134,POINT (36.537134 0.2602983),LAIKIPIA,Laikipia West Sub County,Rumuruti Township Ward,POINT (36.482674589603725 0.2908583690279225)
1583,Neema Agrovet,Animal feed store,-0.1314989,36.3795505,POINT (36.3795505 -0.1314989),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
1584,Kuresoi Agrovet,Agrochemicals supplier,-0.2996425,35.5293544,POINT (35.5293544 -0.2996425),Nakuru,Kuresoi North  Sub County,Kiptororo Ward,POINT (35.50628820824799 -0.3489263326845924)
1585,Lanet Farm Care Enterprises,Agrochemicals supplier,-0.2742789,36.1752273,POINT (36.1752273 -0.2742789),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1586,Skynet Agrovet,Agrochemicals supplier,0.890232,34.926071,POINT (34.926071 0.890232),TRANS NZOIA,Kiminini  Sub County,Kiminini Ward,POINT (34.939944520288535 0.8923167836331245)
1587,RAFIKI AGROVET,Agrochemicals supplier,-0.2547631,35.4803375,POINT (35.4803375 -0.2547631),KERICHO,Kipkelion East Sub County,Chepseon Ward,POINT (35.40329807129548 -0.2971748059918834)
1588,Green Acre Agrovets,Agricultural service,0.0353301,36.3660336,POINT (36.3660336 0.0353301),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1589,Mwihoko Agrovet,Agricultural service,0.000141,37.0705035,POINT (37.0705035 0.000141),LAIKIPIA,Laikipia East Sub County,Thingithu Ward,POINT (37.02411590666781 0.0228979074323809)
1590,Northland Farmers Agrovet,Agrochemicals supplier,0.0114891,37.0752194,POINT (37.0752194 0.0114891),LAIKIPIA,Laikipia East Sub County,Nanyuki Ward,POINT (37.089579051717116 0.0226569259593235)
1591,Naromoru Jubilee Farmers Agro & Vet supplies Ltd,Agrochemicals supplier,-0.1715416,37.0214101,POINT (37.0214101 -0.1715416),NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,POINT (37.10111469553748 -0.1636787723710145)
1592,Mazao Agrovet,Agrochemicals supplier,-0.0768886,36.552321,POINT (36.552321 -0.0768886),NYANDARUA,Ndaragwa Sub County,Central Ward,POINT (36.542929797490025 -0.0709427571752948)
1593,NJENDI FARMCARE AGROVET,Agrochemicals supplier,-0.080023,36.6464588,POINT (36.6464588 -0.080023),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
1594,Hope farm agrovet nanyuki,Agricultural service,0.0018551,37.074024,POINT (37.074024 0.0018551),NYERI,Kieni East Sub County,Gakawa Ward,POINT (37.09459756120993 -0.0842324296183947)
1595,HOPE AGROVET,Veterinary care,0.0092238,37.0741,POINT (37.0741 0.0092238),LAIKIPIA,Laikipia East Sub County,Nanyuki Ward,POINT (37.089579051717116 0.0226569259593235)
1596,Spur Agrovet,Agrochemicals supplier,0.1292639,37.0299081,POINT (37.0299081 0.1292639),LAIKIPIA,Laikipia North Sub County,Segera Ward,POINT (36.88070675867516 0.2199299105250897)
1597,LOUISIANA AGROVET,Veterinary pharmacy,0.0250826,36.4076431,POINT (36.4076431 0.0250826),NYANDARUA,Ndaragwa Sub County,Kiritta Ward,POINT (36.44160459555525 0.0024618531795008)
1598,Baraka Agro vet,Agrochemicals supplier,-0.0806144,36.6464862,POINT (36.6464862 -0.0806144),LAIKIPIA,Laikipia East Sub County,Ngobit Ward,POINT (36.70191369469884 -0.0426852449438897)
1599,Country Focus Agrovets,Veterinary care,0.0356743,36.3657216,POINT (36.3657216 0.0356743),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1600,Malewa Agrovet,Veterinary care,-0.1427457,36.7114546,POINT (36.7114546 -0.1427457),NYERI,Kieni West Sub County,Mugunda Ward,POINT (36.754061127681894 -0.1832733885763751)
1601,"Nicmah Agrovet, Naromoru",Agrochemicals supplier,-0.1718338,37.0216764,POINT (37.0216764 -0.1718338),NYERI,Kieni East Sub County,Naromoru/kiamathaga Ward,POINT (37.10111469553748 -0.1636787723710145)
1602,Shrine Mobile Agrovet,Agrochemicals supplier,0.2791705,36.3162576,POINT (36.3162576 0.2791705),LAIKIPIA,Laikipia West Sub County,Marmanet Ward,POINT (36.37495465537911 0.263762344618404)
